103038;MECANICA MANTENIMIENTO DE CREMALLERA;SERVICIO
103039;ENGRASE DE PALIERES;SERVICIO
103040;ENGRASE DE RODAMIENTO;SERVICIO
103041;DESMONTAJE DE PALIER;SERVICIO
103042;MECANICA CAMBIO DE CAPUCHON;SERVICIO
104011;MECANICA DE BOMBA DE EMBRAGUE;SERVICIO
104012;MECANICA DE BOMBA DE FRENO E HIDROVAG;SERVICIO
104013;MECANICA DE FRENOS DELANTERO;SERVICIO
104014;MECANICA DE FRENOS TRASERO;SERVICIO
104015;MECANICA MANTENIMIENTO DE FRENO;SERVICIO
104016;TORNERIA RECTIFICADO DE DISCO DE FRENO;SERVICIO
104017;TORNERIA RECTIFICADO DE TAMBOR DE FRENO;SERVICIO
104018;TORNERIA RECTIFICADO DE VOLANTE DE INERCIA;SERVICIO
104019;SACADO DE PERNO DE MORDAZA;SERVICIO
104020;MECANICA DE REGULADO DE FRENO;SERVICIO
104021;MECANICA REPARACION DE PULMONES DE FRENO DELANTERO;SERVICIO
104022;MECANICA REPARACION DE PULMONES DE FRENO TRASERO;SERVICIO
104023;MANTENIMIENTO DE MORDAZA;SERVICIO
104024;MECANICA DE BOMBA AL VACIO;SERVICIO
104025;TRABAJO DE LIMPIEZA;SERVICIO
104026;REVISION DE FRENO;SERVICIO
104027;MANTENIMIENTO DE CILINDRO DE FRENO;SERVICIO
104028;DESMONTAJE DE DISCO DE FRENO;SERVICIO
105011;MECANICA DE AMORTIGUADOR;SERVICIO
105012;MECANICA DE SUSPENSION DELANTERA;SERVICIO
105013;MECANICA DE SUSPENSION TRASERA;SERVICIO
105014;PRENSADO DE MUÑON;SERVICIO
105015;CAMBIO DE PERNO DE RUEDA;SERVICIO
105016;REVISION Y REAJUSTE DE SUSPENSION;SERVICIO
105017;MECANICA DE TREN DELANTERO;SERVICIO
105018;CAMBIO DE ROTULA DE SUSPENSION;SERVICIO
106010;SERVICIO ELECTRICO;SERVICIO
106011;SERVICIO ELECTRICO DE ALTERNADOR;SERVICIO
106012;SERVICIO ELECTRICO DE ARRANQUE;SERVICIO
106013;SERVICIO ELECTRICO DE SISTEMA DE CABLEADO;SERVICIO
106014;SERVICIO ELECTRICO REVISION Y MANTENIMIENTO DE LUCES;SERVICIO
106015;SERVICIO ELECTRONICO 4X4 4WD;SERVICIO
106016;SERVICIO ELECTRONICO DE DIRECCION ASISTIDA O ELECTROMECANICA;SERVICIO
106017;SERVICIO ELECTRONICO DE FRENOS ABS;SERVICIO
106018;SERVICIO ELECTRONICO DE LA TRASMISION AUTOMATICA;SERVICIO
106019;SERVICIO ELECTRONICO DE MODULO ECU;SERVICIO
106020;SERVICIO ELECTRICO REPARACION DE BOCINA;SERVICIO
106021;REVISION Y DIAGNOSTICO DE BOBINA;SERVICIO
106022;REVISION Y DIAGNOSTICO DE BOMBA DE GASOLINA;SERVICIO
106023;SERVICIO ELECTRONICO LEVANTA VIDRIO;SERVICIO
106024;SERVICIO ELECTRONICO DE FUNCIONAMIENTO;SERVICIO
106025;SERVICIO ELECTRONICO DE CAJA ROBOTICA;SERVICIO
106026;BAJADO DE TANQUE Y ARREGLO DE MEDIDOR DE COMBUSTIBLE;SERVICIO
106027;SERVICIO ELECTRONICO DE TABLERO;SERVICIO
106028;ARREGLO LIMPIA PARABRISA;SERVICIO
106029;REVISION Y DIAGNOSTICO DE BUJIAS;SERVICIO
106030;REPARACION DE CINTA DE VOLANTE Y/O BOCINA;SERVICIO
106031;CAMBIO DE FOCO DE STOP Y/O FAROL;SERVICIO
106032;ADAPTACION;SERVICIO
106033;LIMPIEZA DE VALVULA;SERVICIO
106034;REVISION Y/O MANTENIMIENTO SISTEMA ELECTRICO;SERVICIO
106035;SERVICIO ELECTROMECANICO;SERVICIO
106036;TRABAJO ELECTRICO DE CHAPA DE ENCENDIDO;SERVICIO
107011;TRABAJO DE TORNERIA;SERVICIO
107012;TRABAJO DE TORNERIA BUJE DE CREMALLERA;SERVICIO
107013;TRABAJO DE TORNERIA EMBUJADO DE MORDAZA;SERVICIO
107014;TORNERIA CAMBIO DE RODAMIENTO CENTRAL Y CRUCETA;SERVICIO
107015;TORNERIA CAMBIO RODAMIENTO PALIER TRASERO;SERVICIO
107016;TORNERIA RECTIFICADO VASTAGO DE CREMALLERA;SERVICIO
107017;TORNERIA EXTRACCION DE PERNO;SERVICIO
107018;TORNERIA CAMBIO DE BUJE DE BANDEJA;SERVICIO
107019;TORNERIA RECTIFICADO Y/O PULIDO DE CILINDRO;SERVICIO
107020;TORNERIA RELLENADO DE PASADOR Y EJE;SERVICIO
107021;TORNERIA RELLENADO DE MACERO;SERVICIO
107022;CEPILLADO DE CULATA;SERVICIO
107023;RECTIFICADO DE ASIENTOS DE VALVULAS;SERVICIO
107024;RECONSTRUCCION DE BOMBA DE AGUA;SERVICIO
107025;TORNERIA BUJE DE AMORTIGUADOR;SERVICIO
107026;TORNERIA EMBUJADO DE BUJE DE BANDEJA Y/O TIJERAL;SERVICIO
107027;SERVICIO RECTIFICACION CALIBRACION Y ARMADO DE CULATA;SERVICIO
107028;TORNERIA ARREGLO BASE AMORTIGUADOR;SERVICIO
107029;TORNERIA CAMBIO DE RODAMIENTO Y/O MACERO;SERVICIO
107030;TORNERIA FABRICACION DE SOPORTE;SERVICIO
107031;TORNERIA BUJES DE PALANCA;SERVICIO
107032;TORNERIA RECONSTRUCCION DE MUÑON;SERVICIO
107033;TORNERIA EMBUJADO BRAZO PITMAN;SERVICIO
107034;TORNERIA FABRICACION BUJE DE BRONCE GRAFITADO;SERVICIO
107035;TORNERIA RELLENADO DE PORTA MACERO;SERVICIO
107036;EMBUJADO DE SOPORTE DE MOTOR;SERVICIO
107037;TARBAJO DE TORNERIA FABRICACION;SERVICIO
107038;TORNERIA CAMBIO DE RETEN;SERVICIO
107039;RECONSTRUCCION;SERVICIO
107040;TRABAJO DE MAESTRANZA;SERVICIO
107041;FABRICACION;SERVICIO
107042;TORNERIA USO DE OXIGENO;SERVICIO
107043;ENCAMISADO;SERVICIO
107044;TORNERIA RECTIFICADO;SERVICIO
107045;TORNERIA AJUSTE;SERVICIO
107046;FABRICACION DE EMPAQUETADURA;SERVICIO
107047;FABRICACION DE CHICOTILLO;SERVICIO
107048;FABRICACION DE PASADOR;SERVICIO
107049;TORNERIA BUJE;SERVICIO
108011;ALINEACION Y CONVERGENCIA;SERVICIO
108012;BALANCEO DE RUEDA;SERVICIO
108013;DESMOTADO DE LLANTA;SERVICIO
108014;PARADO Y/O CAIDA DE LLANTA;SERVICIO
108015;ERROR;SERVICIO
108016;ROTACION DE LLANTA;SERVICIO
108017;TRABAJO MAESTRANZA DESMONTADO Y MONTADO DE LLANTAS RIGIDAS;SERVICIO
109011;FABRICACION CAMBIO DE TAPA DE RADIADOR;SERVICIO
109012;LIMPIEZA Y SONDEADO DE RADIADOR;SERVICIO
109013;RECONSTRUCCION DE CHICOTILLO;SERVICIO
109014;SERVICIO GRUA;SERVICIO
109015;SERVICIO MANTENIMIENTO AIRE ACONDICIONADO;SERVICIO
109016;SERVICIO TRABAJO DE AIRE ACONDICIONADO;SERVICIO
109017;TRABAJO DE SOLDADURA;SERVICIO
109018;ARREGLO DE TAPA DE DISTRIBUCION;SERVICIO
109019;SERVICIO DE AUXILIO MECANICO;SERVICIO
109020;TAPIZADO DE ASIENTO;SERVICIO
109021;SERVICIO DESMONTAJE Y/O MONTAJE DE TORPEDO Y TABLERO;SERVICIO
109022;FABRICACION DE EMPAQUETADURA DE CAÑO DE ESCAPE;SERVICIO
109023;LAVADO DE TANQUE DE COMBUSTIBLE;SERVICIO
109024;ARREGLO DE DEPOSITO;SERVICIO
109025;REPARACION Y TAPIZADO DE ASIENTO;SERVICIO
109026;SELLADO FUGA DE ACEITE;SERVICIO
109027;CAMBIO DE CUELLO DE RADIADOR;SERVICIO
109028;ARREGLO JALADOR DE PUERTA;SERVICIO
109029;MANTENIMIENTO DE BOMBA;SERVICIO
109030;MANTENIMIENTO;SERVICIO
109031;REPARACION DE TURBO;SERVICIO
109032;EMPAPELADO DE PARABRISA;SERVICIO
109033;LAVADO;SERVICIO
109034;DESMONTAJE Y MONTAJE COMPRESOR;SERVICIO
109035;ARREGLO DE ASIENTO;SERVICIO
109036;MECANICA CAMBIO DE JALADOR DE PUERTA;SERVICIO
109037;TRABAJO ARREGLO;SERVICIO
